Date,Time,Zone,Device,PPM,VOC
12/07/2021,13:09,Zone1,T1,565,25
12/07/2021,13:09,Zone1,T2,565,25
12/07/2021,13:09,Zone2,T1,882,73
12/07/2021,13:09,Zone2,T2,539,21
12/07/2021,13:10,Zone1,T1,640,36
12/07/2021,13:10,Zone1,T2,537,20
12/07/2021,13:11,Zone1,T1,586,28
12/07/2021,13:11,Zone1,T2,572,26
12/07/2021,13:11,Zone2,T1,933,81
12/07/2021,13:11,Zone2,T2,542,21
12/07/2021,13:12,Zone1,T1,602,30
12/07/2021,13:12,Zone1,T2,497,14
12/07/2021,13:12,Zone2,T1,819,63
12/07/2021,13:12,Zone2,T2,492,14
12/07/2021,13:13,Zone1,T1,518,17
12/07/2021,13:13,Zone1,T2,580,27
12/07/2021,13:13,Zone2,T1,889,74
12/07/2021,13:13,Zone2,T2,532,20
12/07/2021,13:14,Zone1,T1,529,19
12/07/2021,13:14,Zone1,T2,485,12
12/07/2021,13:15,Zone1,T1,607,31
12/07/2021,13:15,Zone1,T2,592,29
12/07/2021,13:15,Zone2,T1,1014,93
12/07/2021,13:15,Zone2,T2,501,15
12/07/2021,13:16,Zone1,T1,657,39
12/07/2021,13:16,Zone1,T2,465,9
12/07/2021,13:16,Zone2,T1,1062,100
12/07/2021,13:16,Zone2,T2,496,14
12/07/2021,13:17,Zone1,T1,530,19
12/07/2021,13:17,Zone1,T2,615,32
12/07/2021,13:18,Zone1,T1,580,27
12/07/2021,13:18,Zone1,T2,482,12
12/07/2021,13:18,Zone2,T1,1207,122
12/07/2021,13:18,Zone2,T2,566,25
12/07/2021,13:19,Zone1,T1,556,23
12/07/2021,13:19,Zone1,T2,564,24
12/07/2021,13:19,Zone2,T1,1107,107
12/07/2021,13:19,Zone2,T2,496,14
12/07/2021,13:20,Zone1,T1,545,22
12/07/2021,13:20,Zone1,T2,482,12
12/07/2021,13:20,Zone2,T1,930,80
12/07/2021,13:20,Zone2,T2,473,11
12/07/2021,13:21,Zone1,T1,549,22
12/07/2021,13:21,Zone1,T2,581,27
12/07/2021,13:21,Zone2,T1,970,86
12/07/2021,13:21,Zone2,T2,485,12
12/07/2021,13:22,Zone1,T1,627,34
12/07/2021,13:22,Zone1,T2,448,7
12/07/2021,13:23,Zone1,T1,485,12
12/07/2021,13:23,Zone1,T2,481,12
12/07/2021,13:24,Zone1,T1,483,12
12/07/2021,13:24,Zone1,T2,492,14
12/07/2021,13:24,Zone2,T1,855,69
12/07/2021,13:24,Zone2,T2,542,21
12/07/2021,13:25,Zone1,T1,569,25
12/07/2021,13:25,Zone1,T2,523,18
12/07/2021,13:26,Zone1,T1,497,14
12/07/2021,13:26,Zone1,T2,498,14
12/07/2021,13:27,Zone1,T1,556,23
12/07/2021,13:27,Zone1,T2,529,19
12/07/2021,13:27,Zone2,T1,949,83
12/07/2021,13:27,Zone2,T2,451,7
12/07/2021,13:28,Zone1,T1,580,27
12/07/2021,13:28,Zone1,T2,477,11
12/07/2021,13:28,Zone2,T1,704,46
12/07/2021,13:28,Zone2,T2,528,19
12/07/2021,13:29,Zone1,T1,495,14
12/07/2021,13:29,Zone1,T2,612,32
12/07/2021,13:29,Zone2,T1,702,46
12/07/2021,13:29,Zone2,T2,471,10
12/07/2021,13:30,Zone1,T1,508,16
12/07/2021,13:30,Zone1,T2,455,8
12/07/2021,13:30,Zone2,T1,855,69
12/07/2021,13:30,Zone2,T2,546,22
12/07/2021,13:31,Zone1,T1,594,29
12/07/2021,13:31,Zone1,T2,434,5
12/07/2021,13:31,Zone2,T1,806,61
12/07/2021,13:31,Zone2,T2,461,9
12/07/2021,13:32,Zone1,T1,457,8
12/07/2021,13:32,Zone1,T2,476,11
12/07/2021,13:33,Zone1,T1,451,7
12/07/2021,13:33,Zone1,T2,505,15
12/07/2021,13:33,Zone2,T1,891,74
12/07/2021,13:33,Zone2,T2,447,7
12/07/2021,13:34,Zone1,T1,565,25
12/07/2021,13:34,Zone1,T2,463,9
12/07/2021,13:34,Zone2,T1,942,82
12/07/2021,13:34,Zone2,T2,522,18
12/07/2021,13:35,Zone1,T1,478,11
12/07/2021,13:35,Zone1,T2,413,1
12/07/2021,13:35,Zone2,T1,778,57
12/07/2021,13:35,Zone2,T2,471,10
12/07/2021,13:36,Zone1,T1,473,11
12/07/2021,13:36,Zone1,T2,470,10
12/07/2021,13:36,Zone2,T1,851,68
12/07/2021,13:36,Zone2,T2,520,18
12/07/2021,13:37,Zone1,T1,555,23
12/07/2021,13:37,Zone1,T2,447,7
12/07/2021,13:37,Zone2,T1,902,76
12/07/2021,13:37,Zone2,T2,464,9
12/07/2021,13:38,Zone1,T1,477,11
12/07/2021,13:38,Zone1,T2,523,18
12/07/2021,13:38,Zone2,T1,679,42
12/07/2021,13:38,Zone2,T2,524,18
12/07/2021,13:39,Zone1,T1,497,14
12/07/2021,13:39,Zone1,T2,459,8
12/07/2021,13:39,Zone2,T1,704,46
12/07/2021,13:39,Zone2,T2,445,6
12/07/2021,13:40,Zone1,T1,560,24
12/07/2021,13:40,Zone1,T2,584,28
12/07/2021,13:40,Zone2,T1,603,30
12/07/2021,13:40,Zone2,T2,501,15
12/07/2021,13:41,Zone1,T1,447,7
12/07/2021,13:41,Zone1,T2,461,9
12/07/2021,13:41,Zone2,T1,594,29
12/07/2021,13:41,Zone2,T2,461,9
12/07/2021,13:42,Zone1,T1,444,6
12/07/2021,13:42,Zone1,T2,523,18
12/07/2021,13:43,Zone1,T1,501,15
12/07/2021,13:43,Zone1,T2,425,3
12/07/2021,13:43,Zone2,T1,643,37
12/07/2021,13:43,Zone2,T2,434,5
12/07/2021,13:45,Zone1,T1,442,6
12/07/2021,13:45,Zone1,T2,433,5
12/07/2021,13:45,Zone2,T1,659,39
12/07/2021,13:45,Zone2,T2,408,1
12/07/2021,13:46,Zone1,T1,531,19
12/07/2021,13:46,Zone1,T2,518,17
12/07/2021,13:46,Zone2,T1,717,48
12/07/2021,13:46,Zone2,T2,470,10
12/07/2021,13:47,Zone1,T1,435,5
12/07/2021,13:47,Zone1,T2,447,7
12/07/2021,13:47,Zone2,T1,827,65
12/07/2021,13:47,Zone2,T2,419,2
12/07/2021,13:48,Zone1,T1,418,2
12/07/2021,13:48,Zone1,T2,591,29
12/07/2021,13:48,Zone2,T1,885,73
12/07/2021,13:48,Zone2,T2,457,8
12/07/2021,13:49,Zone1,T1,536,20
12/07/2021,13:49,Zone1,T2,488,13
12/07/2021,13:49,Zone2,T1,933,81
12/07/2021,13:49,Zone2,T2,426,3
12/07/2021,13:50,Zone1,T1,543,21
12/07/2021,13:50,Zone1,T2,546,22
12/07/2021,13:50,Zone2,T1,1074,102
12/07/2021,13:50,Zone2,T2,495,14
12/07/2021,13:51,Zone1,T1,424,3
12/07/2021,13:51,Zone1,T2,443,6
12/07/2021,13:51,Zone2,T1,1071,102
12/07/2021,13:51,Zone2,T2,465,9
12/07/2021,13:53,Zone1,T1,552,23
12/07/2021,13:53,Zone1,T2,459,8
12/07/2021,13:53,Zone2,T1,1065,101
12/07/2021,13:53,Zone2,T2,470,10
12/07/2021,13:54,Zone1,T1,410,1
12/07/2021,13:54,Zone1,T2,572,26
12/07/2021,13:54,Zone2,T1,1093,105
12/07/2021,13:54,Zone2,T2,515,17
12/07/2021,13:55,Zone1,T1,443,6
12/07/2021,13:55,Zone1,T2,496,14
12/07/2021,13:56,Zone1,T1,508,16
12/07/2021,13:56,Zone1,T2,560,24
12/07/2021,13:56,Zone2,T1,915,78
12/07/2021,13:56,Zone2,T2,522,18
12/07/2021,13:58,Zone1,T1,470,10
12/07/2021,13:58,Zone1,T2,480,12
12/07/2021,13:58,Zone2,T1,905,76
12/07/2021,13:58,Zone2,T2,516,17
12/07/2021,13:59,Zone1,T1,462,9
12/07/2021,13:59,Zone1,T2,524,18
12/07/2021,13:59,Zone2,T1,804,61
12/07/2021,13:59,Zone2,T2,465,9
12/07/2021,14:00,Zone1,T1,417,2
12/07/2021,14:00,Zone1,T2,491,13
12/07/2021,14:00,Zone2,T1,819,63
12/07/2021,14:00,Zone2,T2,530,19
12/07/2021,14:01,Zone1,T1,427,4
12/07/2021,14:01,Zone1,T2,434,5
12/07/2021,14:01,Zone2,T1,857,69
12/07/2021,14:01,Zone2,T2,438,5
12/07/2021,14:02,Zone1,T1,597,30
12/07/2021,14:02,Zone1,T2,444,6
12/07/2021,14:02,Zone2,T1,915,78
12/07/2021,14:02,Zone2,T2,493,14
12/07/2021,14:03,Zone1,T1,465,9
12/07/2021,14:03,Zone1,T2,492,14
12/07/2021,14:04,Zone1,T1,473,11
12/07/2021,14:04,Zone1,T2,496,14
12/07/2021,14:04,Zone2,T1,967,86
12/07/2021,14:04,Zone2,T2,498,14
12/07/2021,14:05,Zone1,T1,584,28
12/07/2021,14:05,Zone1,T2,561,24
12/07/2021,14:05,Zone2,T1,900,76
12/07/2021,14:05,Zone2,T2,432,4
12/07/2021,14:06,Zone1,T1,502,15
12/07/2021,14:06,Zone1,T2,529,19
12/07/2021,14:06,Zone2,T1,851,68
12/07/2021,14:06,Zone2,T2,477,11
12/07/2021,14:07,Zone1,T1,530,19
12/07/2021,14:07,Zone1,T2,574,26
12/07/2021,14:07,Zone2,T1,735,51
12/07/2021,14:07,Zone2,T2,427,4
12/07/2021,14:08,Zone1,T1,569,25
12/07/2021,14:08,Zone1,T2,456,8
12/07/2021,14:08,Zone2,T1,702,46
12/07/2021,14:08,Zone2,T2,446,7
12/07/2021,14:09,Zone1,T1,452,7
12/07/2021,14:09,Zone1,T2,574,26
12/07/2021,14:09,Zone2,T1,846,67
12/07/2021,14:09,Zone2,T2,406,0
12/07/2021,14:10,Zone1,T1,452,7
12/07/2021,14:10,Zone1,T2,464,9
12/07/2021,14:10,Zone2,T1,728,49
12/07/2021,14:10,Zone2,T2,425,3
12/07/2021,14:11,Zone1,T1,565,25
12/07/2021,14:11,Zone1,T2,503,15
12/07/2021,14:11,Zone2,T1,730,50
12/07/2021,14:11,Zone2,T2,404,0
12/07/2021,14:12,Zone1,T1,441,6
12/07/2021,14:12,Zone1,T2,476,11
12/07/2021,14:12,Zone2,T1,817,63
12/07/2021,14:12,Zone2,T2,457,8
12/07/2021,14:13,Zone1,T1,436,5
12/07/2021,14:13,Zone1,T2,637,36
12/07/2021,14:13,Zone2,T1,798,60
12/07/2021,14:13,Zone2,T2,411,1
12/07/2021,14:14,Zone1,T1,530,19
12/07/2021,14:14,Zone1,T2,466,10
12/07/2021,14:14,Zone2,T1,817,63
12/07/2021,14:14,Zone2,T2,463,9
12/07/2021,14:15,Zone1,T1,459,8
12/07/2021,14:15,Zone1,T2,561,24
12/07/2021,14:15,Zone2,T1,768,56
12/07/2021,14:15,Zone2,T2,400,0
12/07/2021,14:16,Zone1,T1,495,14
12/07/2021,14:16,Zone1,T2,424,3
12/07/2021,14:17,Zone1,T1,508,16
12/07/2021,14:17,Zone1,T2,556,23
12/07/2021,14:18,Zone1,T1,434,5
12/07/2021,14:18,Zone1,T2,464,9
12/07/2021,14:18,Zone2,T1,660,39
12/07/2021,14:18,Zone2,T2,466,10
12/07/2021,14:19,Zone1,T1,523,18
12/07/2021,14:19,Zone1,T2,476,11
12/07/2021,14:19,Zone2,T1,652,38
12/07/2021,14:19,Zone2,T2,434,5
12/07/2021,14:20,Zone1,T1,555,23
12/07/2021,14:20,Zone1,T2,477,11
12/07/2021,14:20,Zone2,T1,517,17
12/07/2021,14:20,Zone2,T2,477,11
12/07/2021,14:22,Zone1,T1,438,5
12/07/2021,14:22,Zone1,T2,434,5
12/07/2021,14:23,Zone1,T1,552,23
12/07/2021,14:23,Zone1,T2,439,5
12/07/2021,14:23,Zone2,T1,580,27
12/07/2021,14:23,Zone2,T2,444,6
12/07/2021,14:24,Zone1,T1,514,17
12/07/2021,14:24,Zone1,T2,457,8
12/07/2021,14:24,Zone2,T1,772,56
12/07/2021,14:24,Zone2,T2,451,7
12/07/2021,14:25,Zone1,T1,439,5
12/07/2021,14:25,Zone1,T2,455,8
12/07/2021,14:25,Zone2,T1,708,46
12/07/2021,14:25,Zone2,T2,461,9
12/07/2021,14:26,Zone1,T1,459,8
12/07/2021,14:26,Zone1,T2,447,7
12/07/2021,14:26,Zone2,T1,708,46
12/07/2021,14:26,Zone2,T2,448,7
12/07/2021,14:27,Zone1,T1,459,8
12/07/2021,14:27,Zone1,T2,497,14
12/07/2021,14:28,Zone1,T1,408,1
12/07/2021,14:28,Zone1,T2,447,7
12/07/2021,14:28,Zone2,T1,733,50
12/07/2021,14:28,Zone2,T2,451,7
12/07/2021,14:30,Zone1,T1,638,36
12/07/2021,14:30,Zone1,T2,519,18
12/07/2021,14:30,Zone2,T1,714,47
12/07/2021,14:30,Zone2,T2,470,10
12/07/2021,14:31,Zone1,T1,492,14
12/07/2021,14:31,Zone1,T2,455,8
12/07/2021,14:31,Zone2,T1,708,46
12/07/2021,14:31,Zone2,T2,432,4
12/07/2021,14:32,Zone1,T1,556,23
12/07/2021,14:32,Zone1,T2,524,18
12/07/2021,14:32,Zone2,T1,740,51
12/07/2021,14:32,Zone2,T2,417,2
12/07/2021,14:33,Zone1,T1,594,29
12/07/2021,14:33,Zone1,T2,450,7
12/07/2021,14:33,Zone2,T1,694,44
12/07/2021,14:33,Zone2,T2,441,6
12/07/2021,14:34,Zone1,T1,493,14
12/07/2021,14:34,Zone1,T2,518,17
12/07/2021,14:34,Zone2,T1,702,46
12/07/2021,14:34,Zone2,T2,413,1
12/07/2021,14:35,Zone1,T1,482,12
12/07/2021,14:35,Zone1,T2,417,2
12/07/2021,14:35,Zone2,T1,692,44
12/07/2021,14:35,Zone2,T2,428,4
12/07/2021,14:36,Zone1,T1,475,11
12/07/2021,14:36,Zone1,T2,597,30
12/07/2021,14:36,Zone2,T1,752,53
12/07/2021,14:36,Zone2,T2,439,5
12/07/2021,14:37,Zone1,T1,439,5
12/07/2021,14:37,Zone1,T2,448,7
12/07/2021,14:37,Zone2,T1,706,46
12/07/2021,14:37,Zone2,T2,487,13
12/07/2021,14:38,Zone1,T1,475,11
12/07/2021,14:38,Zone1,T2,542,21
12/07/2021,14:38,Zone2,T1,672,41
12/07/2021,14:38,Zone2,T2,424,3
12/07/2021,14:39,Zone1,T1,524,18
12/07/2021,14:39,Zone1,T2,481,12
12/07/2021,14:39,Zone2,T1,666,40
12/07/2021,14:39,Zone2,T2,424,3
12/07/2021,14:40,Zone1,T1,406,0
12/07/2021,14:40,Zone1,T2,518,17
12/07/2021,14:40,Zone2,T1,732,50
12/07/2021,14:40,Zone2,T2,414,2
12/07/2021,14:41,Zone1,T1,427,4
12/07/2021,14:41,Zone1,T2,495,14
12/07/2021,14:42,Zone1,T1,551,23
12/07/2021,14:42,Zone1,T2,459,8
12/07/2021,14:42,Zone2,T1,624,34
12/07/2021,14:42,Zone2,T2,425,3
12/07/2021,14:43,Zone1,T1,433,5
12/07/2021,14:43,Zone1,T2,448,7
12/07/2021,14:43,Zone2,T1,659,39
12/07/2021,14:43,Zone2,T2,454,8
12/07/2021,14:44,Zone1,T1,463,9
12/07/2021,14:44,Zone1,T2,491,13
12/07/2021,14:44,Zone2,T1,652,38
12/07/2021,14:44,Zone2,T2,437,5
12/07/2021,14:45,Zone1,T1,503,15
12/07/2021,14:45,Zone1,T2,438,5
12/07/2021,14:45,Zone2,T1,665,40
12/07/2021,14:45,Zone2,T2,498,14
12/07/2021,14:46,Zone1,T1,413,1
12/07/2021,14:46,Zone1,T2,506,16
12/07/2021,14:46,Zone2,T1,633,35
12/07/2021,14:46,Zone2,T2,441,6
12/07/2021,14:47,Zone1,T1,487,13
12/07/2021,14:47,Zone1,T2,416,2
12/07/2021,14:48,Zone1,T1,505,15
12/07/2021,14:48,Zone1,T2,420,3
12/07/2021,14:49,Zone1,T1,405,0
12/07/2021,14:49,Zone1,T2,435,5
12/07/2021,14:49,Zone2,T1,620,33
12/07/2021,14:49,Zone2,T2,492,14
12/07/2021,14:50,Zone1,T1,410,1
12/07/2021,14:50,Zone1,T2,472,10
12/07/2021,14:51,Zone1,T1,502,15
12/07/2021,14:51,Zone1,T2,470,10
12/07/2021,14:51,Zone2,T1,611,32
12/07/2021,14:51,Zone2,T2,485,12
12/07/2021,14:52,Zone1,T1,406,0
12/07/2021,14:52,Zone1,T2,478,11
12/07/2021,14:53,Zone1,T1,465,9
12/07/2021,14:53,Zone1,T2,517,17
12/07/2021,14:53,Zone2,T1,646,37
12/07/2021,14:53,Zone2,T2,515,17
12/07/2021,14:54,Zone1,T1,530,19
12/07/2021,14:54,Zone1,T2,425,3
12/07/2021,14:54,Zone2,T1,615,32
12/07/2021,14:54,Zone2,T2,457,8
12/07/2021,14:55,Zone1,T1,434,5
12/07/2021,14:55,Zone1,T2,463,9
12/07/2021,14:56,Zone1,T1,409,1
12/07/2021,14:56,Zone1,T2,536,20
12/07/2021,14:56,Zone2,T1,631,35
12/07/2021,14:56,Zone2,T2,445,6
12/07/2021,14:57,Zone1,T1,514,17
12/07/2021,14:57,Zone1,T2,556,23
12/07/2021,14:57,Zone2,T1,620,33
12/07/2021,14:57,Zone2,T2,505,15
12/07/2021,14:58,Zone1,T1,413,1
12/07/2021,14:58,Zone1,T2,445,6
12/07/2021,14:58,Zone2,T1,629,34
12/07/2021,14:58,Zone2,T2,452,7
12/07/2021,14:59,Zone1,T1,410,1
12/07/2021,14:59,Zone1,T2,523,18
12/07/2021,14:59,Zone2,T1,683,43
12/07/2021,14:59,Zone2,T2,488,13
12/07/2021,15:00,Zone1,T1,501,15
12/07/2021,15:00,Zone1,T2,450,7
12/07/2021,15:00,Zone2,T1,674,41
12/07/2021,15:00,Zone2,T2,444,6
12/07/2021,15:01,Zone1,T1,524,18
12/07/2021,15:01,Zone1,T2,560,24
12/07/2021,15:01,Zone2,T1,599,30
12/07/2021,15:01,Zone2,T2,483,12
12/07/2021,15:02,Zone1,T1,423,3
12/07/2021,15:02,Zone1,T2,481,12
12/07/2021,15:02,Zone2,T1,552,23
12/07/2021,15:02,Zone2,T2,433,5
12/07/2021,15:03,Zone1,T1,501,15
12/07/2021,15:03,Zone1,T2,602,30
12/07/2021,15:04,Zone1,T1,436,5
12/07/2021,15:04,Zone1,T2,472,10
12/07/2021,15:04,Zone2,T1,624,34
12/07/2021,15:04,Zone2,T2,441,6
12/07/2021,15:05,Zone1,T1,413,1
12/07/2021,15:05,Zone1,T2,569,25
12/07/2021,15:06,Zone1,T1,485,12
12/07/2021,15:06,Zone1,T2,485,12
12/07/2021,15:06,Zone2,T1,570,25
12/07/2021,15:06,Zone2,T2,441,6
12/07/2021,15:07,Zone1,T1,536,20
12/07/2021,15:07,Zone1,T2,580,27
12/07/2021,15:07,Zone2,T1,617,33
12/07/2021,15:07,Zone2,T2,493,14
12/07/2021,15:08,Zone1,T1,420,3
12/07/2021,15:08,Zone1,T2,496,14
12/07/2021,15:08,Zone2,T1,605,31
12/07/2021,15:08,Zone2,T2,437,5
12/07/2021,15:09,Zone1,T1,529,19
12/07/2021,15:09,Zone1,T2,772,56
12/07/2021,15:10,Zone1,T1,531,19
12/07/2021,15:10,Zone1,T2,602,30
12/07/2021,15:10,Zone2,T1,567,25
12/07/2021,15:10,Zone2,T2,457,8
12/07/2021,15:11,Zone1,T1,462,9
12/07/2021,15:11,Zone1,T2,581,27
12/07/2021,15:12,Zone1,T1,483,12
12/07/2021,15:12,Zone1,T2,574,26
12/07/2021,15:12,Zone2,T1,586,28
12/07/2021,15:12,Zone2,T2,451,7
12/07/2021,15:13,Zone1,T1,572,26
12/07/2021,15:13,Zone1,T2,665,40
12/07/2021,15:13,Zone2,T1,524,18
12/07/2021,15:13,Zone2,T2,507,16
12/07/2021,15:14,Zone1,T1,454,8
12/07/2021,15:14,Zone1,T2,594,29
12/07/2021,15:15,Zone1,T1,505,15
12/07/2021,15:15,Zone1,T2,580,27
12/07/2021,15:15,Zone2,T1,594,29
12/07/2021,15:15,Zone2,T2,496,14
12/07/2021,15:17,Zone1,T1,461,9
12/07/2021,15:17,Zone1,T2,540,21
12/07/2021,15:17,Zone2,T1,569,25
12/07/2021,15:17,Zone2,T2,503,15
12/07/2021,15:18,Zone1,T1,539,21
12/07/2021,15:18,Zone1,T2,649,37
12/07/2021,15:18,Zone2,T1,420,3
12/07/2021,15:18,Zone2,T2,441,6
12/07/2021,15:19,Zone1,T1,618,33
12/07/2021,15:19,Zone1,T2,465,9
12/07/2021,15:19,Zone2,T1,457,8
12/07/2021,15:19,Zone2,T2,482,12
12/07/2021,15:20,Zone1,T1,487,13
12/07/2021,15:20,Zone1,T2,523,18
12/07/2021,15:20,Zone2,T1,502,15
12/07/2021,15:20,Zone2,T2,444,6
12/07/2021,15:21,Zone1,T1,487,13
12/07/2021,15:21,Zone1,T2,500,15
12/07/2021,15:22,Zone1,T1,567,25
12/07/2021,15:22,Zone1,T2,1499,167
12/07/2021,15:22,Zone2,T1,592,29
12/07/2021,15:22,Zone2,T2,459,8
12/07/2021,15:23,Zone1,T1,451,7
12/07/2021,15:23,Zone1,T2,791,59
12/07/2021,15:23,Zone2,T1,580,27
12/07/2021,15:23,Zone2,T2,529,19
12/07/2021,15:24,Zone1,T1,496,14
12/07/2021,15:24,Zone1,T2,940,82
12/07/2021,15:24,Zone2,T1,620,33
12/07/2021,15:24,Zone2,T2,473,11
12/07/2021,15:25,Zone1,T1,519,18
12/07/2021,15:25,Zone1,T2,795,60
12/07/2021,15:25,Zone2,T1,640,36
12/07/2021,15:25,Zone2,T2,534,20
12/07/2021,15:26,Zone1,T1,446,7
12/07/2021,15:26,Zone1,T2,1262,131
12/07/2021,15:26,Zone2,T1,617,33
12/07/2021,15:26,Zone2,T2,447,7
12/07/2021,15:27,Zone1,T1,450,7
12/07/2021,15:27,Zone1,T2,770,56
12/07/2021,15:27,Zone2,T1,611,32
12/07/2021,15:27,Zone2,T2,526,19
12/07/2021,15:28,Zone1,T1,537,20
12/07/2021,15:28,Zone1,T2,645,37
12/07/2021,15:28,Zone2,T1,589,28
12/07/2021,15:28,Zone2,T2,453,8
12/07/2021,15:29,Zone1,T1,456,8
12/07/2021,15:29,Zone1,T2,552,23
12/07/2021,15:29,Zone2,T1,575,26
12/07/2021,15:29,Zone2,T2,530,19
12/07/2021,15:30,Zone1,T1,478,11
12/07/2021,15:30,Zone1,T2,589,28
12/07/2021,15:30,Zone2,T1,617,33
12/07/2021,15:30,Zone2,T2,472,10
12/07/2021,15:31,Zone1,T1,567,25
12/07/2021,15:31,Zone1,T2,483,12
12/07/2021,15:31,Zone2,T1,483,12
12/07/2021,15:31,Zone2,T2,519,18
12/07/2021,15:32,Zone1,T1,539,21
12/07/2021,15:32,Zone1,T2,671,41
12/07/2021,15:32,Zone2,T1,570,25
12/07/2021,15:32,Zone2,T2,460,9
12/07/2021,15:33,Zone1,T1,553,23
12/07/2021,15:33,Zone1,T2,564,24
12/07/2021,15:33,Zone2,T1,580,27
12/07/2021,15:33,Zone2,T2,526,19
12/07/2021,15:34,Zone1,T1,668,40
12/07/2021,15:34,Zone1,T2,672,41
12/07/2021,15:34,Zone2,T1,633,35
12/07/2021,15:34,Zone2,T2,471,10
12/07/2021,15:35,Zone1,T1,537,20
12/07/2021,15:35,Zone1,T2,493,14
12/07/2021,15:37,Zone1,T1,592,29
12/07/2021,15:37,Zone1,T2,505,15
12/07/2021,15:37,Zone2,T1,556,23
12/07/2021,15:37,Zone2,T2,548,22
12/07/2021,15:38,Zone1,T1,592,29
12/07/2021,15:38,Zone1,T2,540,21
12/07/2021,15:39,Zone1,T1,493,14
12/07/2021,15:39,Zone1,T2,485,12
12/07/2021,15:40,Zone1,T1,561,24
12/07/2021,15:40,Zone1,T2,464,9
12/07/2021,15:41,Zone1,T1,497,14
12/07/2021,15:41,Zone1,T2,483,12
12/07/2021,15:41,Zone2,T1,626,34
12/07/2021,15:41,Zone2,T2,497,14
12/07/2021,15:42,Zone1,T1,456,8
12/07/2021,15:42,Zone1,T2,631,35
12/07/2021,15:43,Zone1,T1,515,17
12/07/2021,15:43,Zone1,T2,457,8
12/07/2021,15:44,Zone1,T1,455,8
12/07/2021,15:44,Zone1,T2,470,1
12/07/2021,15:44,Zone2,T1,567,25
12/07/2021,15:44,Zone2,T2,448,7
12/07/2021,15:45,Zone1,T1,460,9
12/07/2021,15:45,Zone1,T2,444,6
12/07/2021,15:45,Zone2,T1,617,33
12/07/2021,15:45,Zone2,T2,505,15
